Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type,EKF Detector
-3,3.9,339,159,0,1.2,-21.00322271,0.8,762.7,0.02,-0.06,-0.215,8699.9,0:06:57,20.8,4,6,180,,36,15:03:55,11:02:55,5/24/2022,32.2312892,-110.9079569,12SWA 08672 66076,19.3,21.7,352.4,3,4,31.2,-1.1,-0.7,1.1,1.1,0,0,-0.1,111.11,1.8,1.8,3.6,1,0
0.3,1.1,340,160,1,1.3,-28.17859011,0.9,762.8,0.06,0.08,-0.3,8702.5,0:06:58,22.5,4,6,179,,32,15:03:55,11:02:56,5/24/2022,32.2313086,-110.9079602,12SWA 08671 66078,100,100,348.3,1,0,32.9,-1.5,-0.7,1.3,1.3,0.1,0.1,0,111.09,1.9,1.2,2.2,1,0
-1.7,2.2,347,167,7,1.4,-56.68400189,0.8,762.8,0.08,0.08,-0.852,8704.6,0:06:59,24.6,4,6,177,,25,15:03:55,11:02:57,5/24/2022,32.2313261,-110.9079641,12SWA 08671 66080,1.9,1.9,346.9,3,5,35,-2.1,-0.7,1.3,1.3,0.1,0.1,-0.1,111.06,1.4,1.4,2.8,1,0
0.7,3.3,349,169,2,1.1,-59.58697663,0.8,762.8,0.01,0.05,-0.954,8707.3,0:07:00,27.9,4,6,177,,31,15:03:55,11:02:58,5/24/2022,32.2313541,-110.9079693,12SWA 08670 66083,100,100,354.1,1,0,38.2,-2.6,-0.7,1,1,0.4,0.4,-0.1,111.02,1.8,0.9,3,1,0
3.9,2.3,349,169,0,1.2,-61.74517008,0.8,762.8,0.07,0.06,-1.042,8709.8,0:07:01,29.7,4,6,176,,30,15:03:55,11:02:59,5/24/2022,32.2313754,-110.9079739,12SWA 08670 66086,1.9,1.9,354.5,3,5,40.1,-3,-0.7,1.1,1.1,0.4,0.4,-0.1,110.95,1.7,1,2.5,1,0
-0.7,2.9,1,-179,-348,1.2,-64.34621564,0.9,762.9,0.12,0.1,-1.166,8709.8,0:07:02,31.2,4,6,176,,26,15:03:55,11:03:01,5/24/2022,32.231392,-110.9079734,12SWA 08670 66087,1.9,1.9,358.6,3,5,41.6,-3.4,-0.8,1.2,1.2,0.4,0.4,0,110.95,1.3,0.8,1.9,1,0
-1.6,3.8,1,-179,0,1,-57.1112198,1.1,763.1,0.3,0.27,-0.866,8713.5,0:07:03,34.5,4,6,176,,31,15:03:55,11:03:02,5/24/2022,32.2314051,-110.9079724,12SWA 08670 66089,1.9,1.9,353.1,3,5,44.3,-3.6,-0.9,0.9,0.9,0.5,0.5,-0.1,110.89,1.4,0.6,1.8,1,0
0.7,0.7,354,174,353,1.1,-46.68760236,1.1,763.1,0.34,0.32,-0.594,8716,0:07:04,35.9,4,6,176,,30,15:03:55,11:03:03,5/24/2022,32.2314157,-110.9079701,12SWA 08670 66090,1.9,1.9,353.1,3,5,45.5,-3.4,-1,1,1,0.5,0.5,-0.2,110.89,1,0.9,1.7,1,0
0.7,3.6,351,171,-3,1,-42.32457334,1.1,763.1,0.31,0.31,-0.51,8716,0:07:05,37,4,6,176,,33,15:03:55,11:03:04,5/24/2022,32.2314244,-110.9079714,12SWA 08670 66091,1.9,2.3,353.1,3,4,47.3,-3.6,-1,1,1,0.3,0.3,-0.2,110.88,1.6,0.8,2.1,1,0
0.2,2.2,349,169,-2,1,-33.02386756,1,763,0.19,0.25,-0.364,8716,0:07:06,37.8,4,6,176,,35,15:03:55,11:03:05,5/24/2022,32.2314319,-110.9079779,12SWA 08670 66092,100,100,353.1,1,0,48.2,-3.5,-0.9,0.9,0.9,0.3,0.3,-0.1,110.84,3,1.6,3.3,1,0
3.6,3.5,341,161,-8,0.9,-11.70290148,0.9,762.9,0.1,0.1,-0.116,8718.4,0:07:07,38.6,4,6,177,,39,15:03:55,11:03:06,5/24/2022,32.2314451,-110.9079952,12SWA 08668 66093,100,100,353.1,1,0,49,-3.2,-0.8,0.9,0.9,0.1,0.1,-0.1,110.79,1.8,1,2,1,0
-1.3,3.1,357,177,16,1.3,69.32557524,0.7,762.7,-0.06,0.03,1.484,8721.3,0:07:08,41.1,5,48,176,,34,15:03:55,11:03:07,5/24/2022,32.2314828,-110.9079956,12SWA 08668 66097,1.9,2.3,350.8,3,4,51.5,-3.5,-0.6,1.1,1.1,0.5,0.5,-0.1,110.77,2.1,1.6,2.2,1,0
-0.4,1,14,-166,-343,1.3,-22.41614748,0.6,762.6,-0.14,-0.14,-0.231,8721.3,0:07:09,42.1,5,48,177,,32,15:03:55,11:03:08,5/24/2022,32.2314852,-110.9080006,12SWA 08667 66098,1.9,2.3,350.4,3,4,52,-3.4,-0.6,1,1,1,1,-0.1,110.75,2.5,1.5,3.3,1,0
-0.7,3,25,-155,11,1.3,-35.06062965,0.6,762.6,-0.14,-0.16,-0.393,8721.3,0:07:10,42.6,5,48,178,,32,15:03:55,11:03:09,5/24/2022,32.2314965,-110.9079978,12SWA 08668 66099,100,100,350.4,1,0,53,-2.4,-0.5,0.5,0.5,1.2,1.2,-0.1,110.75,2,1.3,2.8,1,0
-0.1,3.6,13,-167,-12,1.1,-17.16741309,0.6,762.6,-0.2,-0.17,-0.173,8723.8,0:07:11,43,5,48,180,,40,15:03:55,11:03:10,5/24/2022,32.2315135,-110.9079935,12SWA 08668 66101,100,100,350.4,1,0,53.5,-1.3,-0.5,0.5,0.5,1,1,-0.2,110.71,1.7,1.3,2.2,1,0
-4.1,5.1,12,-168,-1,1.3,-5.305109606,0.6,762.6,-0.06,-0.12,-0.052,8723.8,0:07:12,43.5,5,48,181,,42,15:03:55,11:03:11,5/24/2022,32.2315305,-110.9079893,12SWA 08668 66103,100,100,350.4,1,0,53.9,-0.4,-0.5,0.6,0.6,1.1,1.1,-0.1,110.7,2.8,2.1,4.2,1,0
-2.9,4.6,13,-167,1,1.4,7.125016349,0.8,762.8,0.03,0,0.07,8725.9,0:07:13,44.4,5,48,183,,41,15:03:55,11:03:12,5/24/2022,32.231539,-110.9079872,12SWA 08669 66104,100,100,350.4,1,0,54.5,0.6,-0.7,0.6,0.6,1,1,-0.2,110.68,3.2,2.1,3.6,1,0
-10.4,3.9,97,-83,84,3.2,60.48022374,0.8,762.8,0.05,0.03,0.989,8728.7,0:07:14,44.6,6,91,185,,0,15:03:55,11:03:13,5/24/2022,32.2315475,-110.9079851,12SWA 08669 66105,100,100,350.4,1,0,54.9,2.8,-0.7,-1.6,1.6,2.3,2.3,-0.2,110.62,4.4,3,6.1,1,0
1.9,4,138,-42,41,2.5,-58.08062921,0.7,762.7,-0.06,-0.06,-0.899,8731.4,0:07:15,42.3,6,91,187,,19,15:03:55,11:03:14,5/24/2022,32.2315143,-110.9078877,12SWA 08678 66101,2.4,1,350.4,2,3,52.4,4,-0.6,-2.6,2.6,0.4,0.4,-0.1,110.55,0.3,0.3,0.3,1,0
-4.6,5.7,145,-35,7,0,56.52903573,0.9,762.9,0.12,-0.09,0.847,8739.6,0:07:16,45.3,6,91,188,,0,15:03:55,11:03:15,5/24/2022,32.2315162,-110.9078541,12SWA 08681 66101,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.53,0.1,0,0,1,0
-4,5.6,148,-32,3,0,52.39334022,-0.2,761.8,-0.27,-0.65,0.727,8739.6,0:07:17,44.1,6,91,189,,0,15:03:55,11:03:16,5/24/2022,32.2315183,-110.9078148,12SWA 08685 66101,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.5,0.1,0,0.1,1,0
-3.3,5.5,150,-30,2,0,52.39334022,0.4,762.4,0.06,-0.65,0.727,8741.8,0:07:18,43.1,6,91,190,,0,15:03:55,11:03:17,5/24/2022,32.2315193,-110.907798,12SWA 08687 66102,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.46,0,0,0,1,0
-2.8,5.4,153,-27,3,0,52.39334022,0.1,762.1,-0.65,-0.65,0.727,8741.8,0:07:19,42.1,6,91,191,,0,15:03:55,11:03:18,5/24/2022,32.2315211,-110.9077644,12SWA 08690 66102,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.44,0,0,0,1,0
-2.4,5.2,155,-25,2,0,52.39334022,0,762,-0.86,-0.65,0.727,8744.7,0:07:20,40.8,6,91,193,,0,15:03:55,11:03:19,5/24/2022,32.231523,-110.9077307,12SWA 08693 66102,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.44,0,0,0,1,0
-2,5.1,157,-23,2,0,52.39334022,0.1,762.1,-1.52,-0.65,0.727,8747.3,0:07:21,39.2,6,91,194,,0,15:03:55,11:03:20,5/24/2022,32.2315239,-110.9077139,12SWA 08694 66102,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.43,0,0,0,1,0
-1.8,5,158,-22,1,0,52.39334022,0,762,-0.18,-0.65,0.727,8747.3,0:07:22,38.2,6,91,195,,0,15:03:55,11:03:21,5/24/2022,32.2315257,-110.9076803,12SWA 08698 66102,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.43,0,0,0,1,1
-1.7,4.8,160,-20,2,0,52.39334022,0.2,762.2,-0.67,-0.65,0.727,8749.5,0:07:23,36.8,6,91,197,,0,15:03:55,11:03:22,5/24/2022,32.2315269,-110.9076579,12SWA 08700 66102,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.41,0,0,0,1,1
-1.5,4.7,161,-19,1,0,52.39334022,-0.1,761.9,-0.58,-0.65,0.727,8749.5,0:07:24,35.8,6,91,198,,0,15:03:55,11:03:23,5/24/2022,32.2315288,-110.9076243,12SWA 08703 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.44,0,0,0,1,1
-1.4,4.6,162,-18,1,0,52.39334022,0,762,-0.58,-0.65,0.727,8752.1,0:07:25,34.8,6,91,199,,0,15:03:55,11:03:24,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.46,0,0,0,1,1
-1.3,4.6,162,-18,0,0,52.39334022,0.1,762.1,0.04,-0.65,0.727,8752.1,0:07:26,33.8,6,91,201,,0,15:03:55,11:03:25,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.48,0,0,0,1,1
-1.2,4.5,163,-17,1,0,52.39334022,0,762,-0.63,-0.65,0.727,8755,0:07:27,31.9,6,91,203,,0,15:03:55,11:03:26,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.5,0,0,0,1,1
-1.1,4.4,164,-16,1,0,52.39334022,-0.3,761.7,-0.42,-0.65,0.727,8757,0:07:28,30.9,6,91,205,,0,15:03:55,11:03:27,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.52,0,0,0,1,1
-1,4.4,164,-16,0,0,52.39334022,-0.6,761.4,-0.49,-0.65,0.727,8757,0:07:29,30,6,91,206,,0,15:03:55,11:03:28,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.5,0,0,0,1,1
-1,4.3,165,-15,1,0,52.39334022,1.1,763.1,-1.14,-0.65,0.727,8759.6,0:07:30,28.3,6,91,209,,0,15:03:55,11:03:29,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.55,0,0,0,1,1
-1,4.3,165,-15,0,0,52.39334022,0.2,762.1,-0.55,-0.65,0.727,8761.8,0:07:31,27.4,6,91,211,,0,15:03:55,11:03:30,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.55,0,0,0,1,1
-0.9,4.3,165,-15,0,0,52.39334022,0.4,762.3,-0.14,-0.65,0.727,8763.8,0:07:32,26.4,6,91,213,,0,15:03:55,11:03:31,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.59,0,0,0,1,1
-0.9,4.3,165,-15,0,0,52.39334022,0.9,762.9,-1.05,-0.65,0.727,8763.8,0:07:33,25.6,6,91,215,,0,15:03:55,11:03:32,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.61,0,0,0,1,1
-0.8,4.3,166,-14,1,0,52.39334022,0.1,762.1,-0.76,-0.65,0.727,8766.7,0:07:34,24.6,6,91,218,,0,15:03:55,11:03:33,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.61,0,0,0,1,1
-0.8,4.3,166,-14,0,0,52.39334022,1.1,763,0.3,-0.65,0.727,8766.7,0:07:35,23.4,6,91,222,,0,15:03:55,11:03:34,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.64,0,0,0,1,1
-0.8,4.3,166,-14,0,0,52.39334022,0.5,762.5,-0.27,-0.65,0.727,8769.3,0:07:36,22.7,6,91,225,,0,15:03:55,11:03:35,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.64,0,0,0,1,1
-0.8,4.3,166,-14,0,0,52.39334022,0.8,762.8,-0.5,-0.65,0.727,8769.3,0:07:37,22,6,91,227,,0,15:03:55,11:03:36,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.68,0,0,0,1,1
-0.7,4.2,166,-14,0,0,52.39334022,0.8,762.8,-0.57,-0.65,0.727,8771.9,0:07:38,21.3,6,91,231,,0,15:03:55,11:03:37,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.7,0,0,0,1,1
-0.7,4.2,166,-14,0,0,52.39334022,0.6,762.5,-0.84,-0.65,0.727,8774.2,0:07:39,20.7,6,91,235,,0,15:03:55,11:03:38,5/24/2022,32.23153,-110.9076018,12SWA 08705 66103,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.71,0,0,0,1,1
-0.7,4.2,166,-14,0,0,52.39334022,0.7,762.7,-0.98,-0.65,0.727,8774.2,0:07:40,20.1,6,91,240,,0,15:03:55,11:03:39,5/24/2022,28.6409674,-118.5183888,11RLM 51591 69151,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.73,0,0,0,1,1
-0.6,4.2,166,-14,0,0,52.39334022,-0.2,761.8,-0.93,-0.65,0.727,8776.7,0:07:41,19.7,6,91,244,,0,15:03:55,11:03:40,5/24/2022,28.6409674,-118.5183888,11RLM 51591 69151,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.77,0,0,0,1,1
-0.6,4.2,166,-14,0,0,52.39334022,0.5,762.5,-0.63,-0.65,0.727,8779,0:07:42,19.4,6,91,248,,0,15:03:55,11:03:41,5/24/2022,28.6409674,-118.5183888,11RLM 51591 69151,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.79,0,0,0,1,1
-0.6,4.2,166,-14,0,0,52.39334022,0,762,0.45,-0.65,0.727,8779,0:07:43,19.3,6,91,252,,0,15:03:55,11:03:42,5/24/2022,28.6409674,-118.5183888,11RLM 51591 69151,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.8,0,0,0,1,1
-0.6,4.2,167,-13,1,0,52.39334022,0.2,762.1,-0.87,-0.65,0.727,8781.6,0:07:44,19.2,6,91,255,,0,15:03:55,11:03:43,5/24/2022,28.8259711,-118.560244,11RLM 47768 89704,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.86,0,0,0,1,1
-0.6,4.2,167,-13,0,0,52.39334022,0.8,762.7,-1.12,-0.65,0.727,8783.8,0:07:45,19.3,6,91,262,,0,15:03:55,11:03:44,5/24/2022,28.8259711,-118.560244,11RLM 47768 89704,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.89,0,0,0,1,1
-0.6,4.2,167,-13,0,0,52.39334022,0,761.9,-0.94,-0.65,0.727,8783.8,0:07:46,19.4,6,91,266,,0,15:03:55,11:03:45,5/24/2022,28.8259711,-118.560244,11RLM 47768 89704,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.93,0,0,0,1,1
-0.6,4.2,167,-13,0,0,52.39334022,0.5,762.5,-1.49,-0.65,0.727,8786.4,0:07:47,19.6,6,91,270,,0,15:03:55,11:03:46,5/24/2022,28.8259711,-118.560244,11RLM 47768 89704,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,110.95,0,0,0,1,1
-0.5,4.1,167,-13,0,0,52.39334022,-0.2,761.8,-0.5,-0.65,0.727,8786.4,0:07:48,20,6,91,274,,0,15:03:55,11:03:47,5/24/2022,28.6284274,-118.4844449,11RLM 54892 67720,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111,0,0,0,1,1
-0.5,4.1,167,-13,0,0,52.39334022,0.3,762.2,0.05,-0.65,0.727,8788.7,0:07:49,20.5,6,91,277,,0,15:03:55,11:03:48,5/24/2022,28.6284274,-118.4844449,11RLM 54892 67720,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.06,0,0,0,1,1
-0.5,4.1,167,-13,0,0,52.39334022,0.1,762,-1.1,-0.65,0.727,8791.3,0:07:50,21.2,6,91,282,,0,15:03:55,11:03:49,5/24/2022,28.6284274,-118.4844449,11RLM 54892 67720,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.06,0,0,0,1,1
-0.4,4.1,167,-13,0,0,52.39334022,0.5,762.5,-0.98,-0.65,0.727,8791.3,0:07:51,21.9,6,91,286,,0,15:03:55,11:03:50,5/24/2022,28.6284274,-118.4844449,11RLM 54892 67720,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.11,0,0,0,1,1
-0.4,4.1,167,-13,0,0,52.39334022,-0.7,761.3,-1.37,-0.65,0.727,8793.4,0:07:52,22.6,6,91,289,,0,15:03:55,11:03:51,5/24/2022,28.528059,-118.4357837,11RLM 59516 56541,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.15,0,0,0,1,1
-0.4,4.1,167,-13,0,0,52.39334022,0,762,-1.07,-0.65,0.727,8796.3,0:07:53,23.8,6,91,294,,0,15:03:55,11:03:52,5/24/2022,28.528059,-118.4357837,11RLM 59516 56541,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.2,0,0,0,1,1
-0.4,4.1,166,-14,-1,0,52.39334022,-0.6,761.4,-0.59,-0.65,0.727,8796.3,0:07:54,24.6,6,91,296,,0,15:03:55,11:03:53,5/24/2022,28.528059,-118.4357837,11RLM 59516 56541,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.24,0,0,0,1,1
-0.3,4.1,166,-14,0,0,52.39334022,-0.3,761.7,-0.88,-0.65,0.727,8798.9,0:07:55,25.4,6,91,298,,0,15:03:55,11:03:54,5/24/2022,28.528059,-118.4357837,11RLM 59516 56541,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.25,0,0,0,1,1
-0.3,4.1,166,-14,0,0,52.39334022,-0.1,761.9,-0.96,-0.65,0.727,8798.9,0:07:56,26.3,6,91,300,,0,15:03:55,11:03:55,5/24/2022,28.528059,-118.4357837,11RLM 59516 56541,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.29,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,0.4,762.4,-1.67,-0.65,0.727,8801.1,0:07:57,27.4,6,91,303,,0,15:03:55,11:03:56,5/24/2022,28.6701779,-118.2626126,11RLM 76627 72097,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.33,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,-0.6,761.4,-1.35,-0.65,0.727,8803.7,0:07:58,28.9,6,91,305,,0,15:03:55,11:03:57,5/24/2022,28.6701779,-118.2626126,11RLM 76627 72097,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.38,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,-0.9,761.1,-1.63,-0.65,0.727,8803.7,0:07:59,29.8,6,91,307,,0,15:03:55,11:03:58,5/24/2022,28.6701779,-118.2626126,11RLM 76627 72097,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.43,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,-0.3,761.7,-1.03,-0.65,0.727,8806.7,0:08:00,31.1,6,91,309,,0,15:03:55,11:03:59,5/24/2022,28.6701779,-118.2626126,11RLM 76627 72097,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.45,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,0.3,762.3,-0.2,-0.65,0.727,8806.7,0:08:01,32.1,6,91,310,,0,15:03:55,11:04:00,5/24/2022,28.4781403,-118.196593,11RLM 82866 50753,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.47,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,-0.4,761.5,-0.8,-0.65,0.727,8809.2,0:08:02,33.7,6,91,312,,0,15:03:55,11:04:01,5/24/2022,28.4781403,-118.196593,11RLM 82866 50753,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.49,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,0.3,762.3,-0.52,-0.65,0.727,8809.2,0:08:03,34.8,6,91,314,,0,15:03:55,11:04:02,5/24/2022,28.4781403,-118.196593,11RLM 82866 50753,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.52,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,-0.3,761.6,-1.11,-0.65,0.727,8812.2,0:08:04,36.2,6,91,315,,0,15:03:55,11:04:03,5/24/2022,28.4781403,-118.196593,11RLM 82866 50753,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.52,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,0.5,762.5,-0.94,-0.65,0.727,8812.2,0:08:05,37.3,6,91,316,,0,15:03:55,11:04:04,5/24/2022,29.1582859,-118.112623,11RLN 91792 26034,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.54,0,0,0,1,1
-0.2,4,166,-14,0,0,52.39334022,0.5,762.5,-0.55,-0.65,0.727,8814.7,0:08:06,38.4,6,91,317,,0,15:03:55,11:04:05,5/24/2022,29.1582859,-118.112623,11RLN 91792 26034,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.58,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0.1,762.1,-0.56,-0.65,0.727,8817.6,0:08:07,40.4,6,91,319,,0,15:03:55,11:04:06,5/24/2022,29.1582859,-118.112623,11RLN 91792 26034,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.6,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0.4,762.4,-0.5,-0.65,0.727,8817.6,0:08:08,41.5,6,91,319,,0,15:03:55,11:04:07,5/24/2022,29.1582859,-118.112623,11RLN 91792 26034,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.6,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0.3,762.2,-0.74,-0.65,0.727,8820.2,0:08:09,42.7,6,91,320,,0,15:03:55,11:04:08,5/24/2022,28.9065111,-117.9344692,11RMM 08898 97987,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.61,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0.7,762.7,-0.7,-0.65,0.727,8820.2,0:08:11,43.9,6,91,321,,0,15:03:55,11:04:09,5/24/2022,28.9065111,-117.9344692,11RMM 08898 97987,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.67,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0.1,762.1,-1.14,-0.65,0.727,8822.5,0:08:12,45.9,6,91,322,,0,15:03:55,11:04:10,5/24/2022,28.9065111,-117.9344692,11RMM 08898 97987,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.67,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.3,762.2,-0.72,-0.65,0.727,8825.1,0:08:13,47.1,6,91,323,,0,15:03:55,11:04:11,5/24/2022,28.9065111,-117.9344692,11RMM 08898 97987,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.69,0,0,0,1,1
-0.1,4.1,166,-14,0,0,52.39334022,0.7,762.6,-0.65,-0.65,0.727,8825.1,0:08:14,48.3,6,91,323,,0,15:03:55,11:04:12,5/24/2022,28.9065111,-117.9344692,11RMM 08898 97987,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.76,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0,762,-0.57,-0.65,0.727,8827.7,0:08:15,49.5,6,91,324,,0,15:03:55,11:04:13,5/24/2022,28.5700562,-118.1184208,11RLM 90614 60863,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.78,0,0,0,1,1
-0.1,4,166,-14,0,0,52.39334022,0.1,762.1,-0.65,-0.65,0.727,8830,0:08:16,51.6,6,91,325,,0,15:03:55,11:04:14,5/24/2022,28.5700562,-118.1184208,11RLM 90614 60863,100,100,350.4,1,0,49.9,4.1,-0.6,-2.8,2.8,0,0,-0.1,111.83,0,0,0,1,1
